source_id,reference,year,source_type,doi,url,n_solubility,n_watercontent,n_liquidwatercontent,n_mixtures,n_phaseboundaries
tabasinejad2011_n2,"Tabasinejad, F.; Moore, R.G.; Mehta, S.A.; Van Fraassen, K.C.; Barzin, Y. (2011). ""Water Solubility in Supercritical Methane, Nitrogen, and Carbon Dioxide: Measurement and Modeling from 422 to 483 K and Pressures from 3.6 to 134 MPa."" Ind. Eng. Chem. Res. 50(7), 4029-4041. DOI 10.1021/ie101218k.",2011,journal,10.1021/ie101218k,,0,39,0,0,0
takenouchikennedy1964_co2,"Takenouchi, S.; Kennedy, G.C. (1964, UNVERIFIED). DOI: 10.2475/ajs.262.9.1055.",1964,journal,10.2475/ajs.262.9.1055,,122,108,0,0,0
takenouchikennedy1965_co2,"Takenouchi, S., Kennedy, G.C. (1965). The solubility of carbon dioxide in NaCl solutions at high temperatures and pressures. Am. J. Sci. 263, 445-454. DOI: 10.2475/ajs.263.5.445.",1965,journal,10.2475/ajs.263.5.445,,119,0,0,0,0
tang2011_ch4,"Tang, J., Jiang, X., Li, C., Sun, X., Chen, G., 2011. Solubility Measurement of Natural Gas in Reservoir Formation Water under (333.2 to 393.2) K and (15.0 to 43.6) MPa. J. Chem. Eng. Data 56(4), 1025-1029. DOI: 10.1021/je1010246.",2011,journal,10.1021/je1010246,,15,0,0,23,0
tawil2024_h2,"Tawil, M., Salina Borello, E., Bocchini, S., Pirri, C.F., Verga, F., Coti, C., Scapolo, M., Barbieri, D., Viberti, D. (2024). Solubility of H2-CH4 mixtures in brine at underground hydrogen storage thermodynamic conditions. Frontiers in Energy Research 12, 1356491. DOI: 10.3389/fenrg.2024.1356491.",2024,journal,10.3389/fenrg.2024.1356491,,72,0,0,162,0
tdheideandfranck1963_co2,"Todheide, K., Franck, E.U. (1963). Das Zweiphasengebiet und die kritische Kurve im System Kohlendioxid-Wasser bis zu Drucken von 3500 bar. Z. Phys. Chem. Neue Folge 37, 387-401. DOI: 10.1524/zpch.1963.37.5_6.387.",1963,journal,10.1524/zpch.1963.37.5_6.387,,2,0,0,0,0
teng1997_co2,"Teng, H., Yamasaki, A., Chun, M.-K., Lee, H. (1997). Solubility of liquid CO2 in water at temperatures from 278 K to 293 K and pressures from 6.44 MPa to 29.49 MPa. J. Chem. Thermodyn. 29(11), 1301-1310. DOI: 10.1006/jcht.1997.0249.",1997,journal,10.1006/jcht.1997.0249,,24,0,0,0,0
tengyamasaki1998_co2,"Teng, H., Yamasaki, A. (1998). J. Chem. Eng. Data 43(1), 2-5. DOI: 10.1021/je9700737. (Liquid CO2 solubility in synthetic seawater, 278-293 K, 6.44-29.49 MPa, distinct sister paper from Teng et al. (1997) J. Chem. Thermodyn. 29(11):1301-1310 — do not conflate, see teng1997 row. A published Comment on this paper exists: DOI 10.1021/je9904715 — quality caution.)",1998,journal,10.1021/je9700737,,24,0,0,0,0
tian2004_c2c4,"Tian, Y. et al. (2004). High pressure phase equilibria and critical phenomena of water + iso-butane and water + n-butane systems to 695 K and 306 MPa. J. Supercrit. Fluids. DOI 10.1016/j.supflu.2003.09.002.",2004,journal,10.1016/j.supflu.2003.09.002,,0,0,0,0,131
timofejew1890zphysikchem6141_h2,"Timofejew (1890). Data reproduced from Chabab, S.; Theveneau, P.; Coquelet, C.; Corvisier, J.; Paricaud, P. (2020). Measurements and predictive models of high-pressure H2 solubility in brine (H2O+NaCl) for underground hydrogen storage application. International Journal of Hydrogen Energy 45, 32206-32220. DOI: 10.1016/j.ijhydene.2020.08.192, Table 1. Original publication details were not independently verified.",1890,compilation,10.1515/zpch-1890-0114,,5,0,0,0,0
todheide1963_co2,"Todheide, K. et al., Das Zweiphasengebiet und die kritische Kurve im System Kohlendioxid--Wasser bis zu Drucken von 3500 bar, Zeitschrift fur Physikalische Chemie Neue Folge, 37(5--6), 387-401, 1963.",1963,journal,,,0,103,0,0,0
tokunagakawai1975_ch4,"Tokunaga, J., Kawai, M., 1975 (citation as printed in SDS-27/28 §1.1 ref-list). DOI: 10.1252/jcej.8.326.",1975,journal,10.1252/jcej.8.326,,1,0,0,0,0
tong2013_co2,"Tong, D., Trusler, J.P.M., Vega-Maza, D. (2013). Solubility of CO2 in aqueous solutions of CaCl2 or MgCl2 and in a synthetic formation brine at temperatures up to 423 K and pressures up to 40 MPa. J. Chem. Eng. Data 58(7), 2116-2124. [SD.01 2026-08-22] DOI: 10.1021/je400396s — §5.2.",2013,journal,10.1021/je400396s,,94,0,0,0,0
torres2026_h2,"Torres, L.F., Chapoy, A., Burgass, R., Ahmadi, P. (2026). Water Content in Compressed Hydrogen at Low Temperatures: Experimental Measurements and Thermodynamic Modeling. J. Chem. Eng. Data 71(7), 2989-2995. DOI: 10.1021/acs.jced.6c00193.",2026,journal,10.1021/acs.jced.6c00193,,0,9,0,0,0
tot2021_h2,"Torín-Ollarves, G.A., Trusler, J.P.M. (2021). Fluid Phase Equilib. 539, 113025. DOI: 10.1016/j.fluid.2021.113025.",2021,journal,10.1016/j.fluid.2021.113025,,15,0,0,0,0
truonglam2019_ch4,"Truong-Lam, H.S., Cho, S., Lee, J.D. et al., 2019. In-situ Raman spectroscopic study of methane hydrate formation/decomposition and solubility. Appl. Energy 255, 113834. DOI: 10.1016/j.apenergy.2019.113834.",2019,journal,10.1016/j.apenergy.2019.113834,,10,0,0,0,0
umananakano1958_c2c4,"Umano, S. & Nakano, H. (1958). J. Chem. Soc. Japan, Ind. Chem. Sect. 61, 536.",1958,journal,,,179,0,0,0,0
valtzetal2004_co2,"Valtz et al., Vapour–liquid equilibria in the carbon dioxide–water system, measurement and modelling from 278.2 to 318.2K, Fluid Phase Equilibr., 226, 333-344, 2004.",2004,journal,,,19,33,0,0,0
vanhinsberg1993_n2,"van Hinsberg, M.G.E., Verbrugge, R., Schouten, J.A. (1993). High temperature-high pressure experiments on H2O-N2. Fluid Phase Equilibria 88, 115-121. DOI: 10.1016/0378-3812(93)87105-a.",1993,journal,10.1016/0378-3812(93)87105-a,,0,0,0,0,37
vanslyke1934_n2,"Van Slyke, D.D., Dillon, R.T., Margaria, R. (1934). Data reproduced from Battino, R. (ed.) (1982). Nitrogen and Air. Solubility Data Series, Vol. 10. Pergamon Press. ISBN 0-08-023922-6, §1.4, ref.4. Original publication details were not independently verified.",1934,compilation,,,20,0,0,0,0
vanslyke1939_co2,"Van Slyke, D.D. (1939). J. Biol. Chem. 130, 545-554.",1939,journal,,,6,0,0,0,0
vazquez1994_co2,"Vazquez, G.; Chenlo, F.; Pereira, G.; Peaguda, J. (1994). An. Quim. 90, 324-328.",1994,journal,,,16,0,0,0,0
vazquezref61nacl_co2,"Vazquez, G.; Chenlo, F.; Pereira, G. (1994). Afinidad 51(453), 369-374. [Year resolved via SDS-62 NaCl harvest sheet; ref-61, distinct from the 4-author Vazquez, Chenlo, Pereira & Peaguda (1994) An. Quim. paper tracked separately as vazquez1994_nacl - same year, different paper/journal/point count.]",1994,journal,,,4,0,0,0,0
verdet1855_co2,"Verdet, M.; report of Bunsen, M. (1855). Ann. Chim. Phys. 43, 496-508.",1855,journal,,,21,0,0,0,0
versteeg1988_co2,"Versteeg, G.F.; van Swaaij, W.P.M. (1988). J. Chem. Eng. Data 33, 29-34. DOI: 10.1021/je00051a011.",1988,journal,10.1021/je00051a011,,18,0,0,0,0
vilcuandgainar1967_co2,"Vilcu, R., Gainar, I. (1967). Loslichkeit der Gase unter Druck in Flussigkeiten. I. Das System Kohlendioxid-Wasser. Rev. Roum. Chim. 12(2), 181.",1967,journal,,,1,0,0,0,0
vilcugainar1967_co2,"Vilcu, R., Gainar, I. (1967). Loslichkeit der Gase unter Druck in Flussigkeiten. I. Das System Kohlendioxid-Wasser. Rev. Roum. Chim. 12(2), 181.",1967,journal,,,20,0,0,0,0
wang2003_c2c4,"Wang, L.-K., Chen, G.-J., Han, G.-H., Guo, X.-Q. & Guo, T.-M. (2003). ""Experimental study on the solubility of natural gas components in water with or without hydrate inhibitor."" Fluid Phase Equilib. 207(1-2), 143-154. DOI 10.1016/s0378-3812(03)00009-8.",2003,journal,10.1016/s0378-3812(03)00009-8,,17,0,0,0,0
wang2003_ch4,"Wang, L.-K., Chen, G.-J., Han, G.-H., Guo, X.-Q. & Guo, T.-M. (2003). ""Experimental study on the solubility of natural gas components in water with or without hydrate inhibitor."" Fluid Phase Equilib. 207(1-2), 143-154. DOI 10.1016/s0378-3812(03)00009-8.",2003,journal,10.1016/s0378-3812(03)00009-8,,17,0,0,7,0
wang2014_co2,"Wang, Z., Zhao, Y., Sun, L., Li, S., Ji, D., Wang, Y. (2014). Modeling and measurement of CO2 solubility in salty aqueous solutions and application in the Erdos Basin. Fluid Phase Equilibria 377, 45-55. DOI: 10.1016/j.fluid.2014.06.016.",2014,journal,10.1016/j.fluid.2014.06.016,,16,0,0,0,0
wang2019_co2,"Wang, J., et al. (2019). J. Chem. Eng. Data 64, 2484. [SD.01 2026-08-22] DOI: 10.1021/acs.jced.9b00013 (ThermoML sweep) — §5.2.",2019,journal,10.1021/acs.jced.9b00013,,504,0,0,0,0
wang2021_co2,"Wang, X.; Pan, L.; Wu, K.; Li, L.; Xu, J.; Lau, H.C. (2021). Experiment based modeling of CO2 solubility in H2O at 313.15-473.15 K and 0.5-200 MPa. Appl. Geochem. 130, 105005. DOI: 10.1016/j.apgeochem.2021.105005.",2021,journal,10.1016/j.apgeochem.2021.105005,,240,0,0,0,0
wehemcketta1961_c2c4,"Wehe, A.H. & McKetta, J.J. (1961). ""Method for Determining Total Hydrocarbons Dissolved in Water."" Anal. Chem. 33(2), 291-293. DOI 10.1021/ac60170a042.",1961,journal,10.1021/ac60170a042,,8,0,0,0,0
wehemcketta1961nc4h10water_c2c4,"Wehe, A.H.; McKetta, J.J. (1961). n-Butane-1-Butene-Water System in the Three-Phase Region. Journal of Chemical and Engineering Data 6(2), 167-172. DOI: 10.1021/je60010a002.",1961,journal,10.1021/je60010a002,,6,7,7,0,0
weiss1970_n2,"Weiss, R.F. (1970). The solubility of nitrogen, oxygen and argon in water and seawater. Deep-Sea Research 17(4), 721-735. DOI: 10.1016/0011-7471(70)90037-9.",1970,journal,10.1016/0011-7471(70)90037-9,,220,0,0,0,0
weiss1974_co2,"Weiss, R.F. (1974). Mar. Chem. 2, 203-215. DOI: 10.1016/0304-4203(74)90015-2.",1974,journal,10.1016/0304-4203(74)90015-2,,5,0,0,0,0
wenhung1970_c2c4,"Wen, W.-Y., Hung, J.H., 1970. J. Phys. Chem. 74(1), 170-180. DOI: 10.1021/j100696a032.",1970,journal,10.1021/j100696a032,,32,0,0,0,0
wenhung1970_ch4,"Wen, W.-Y., Hung, J.H., 1970. J. Phys. Chem. 74(1), 170-180. DOI: 10.1021/j100696a032.",1970,journal,10.1021/j100696a032,,12,0,0,0,0
wetlaufer1964_c2c4,"Wetlaufer, D.B., Malik, S.K., Stoller, L. & Coffin, R.L. (1964). J. Am. Chem. Soc. 86(3), 508-514. DOI: 10.1021/ja01057a045.",1964,journal,10.1021/ja01057a045,,15,0,0,0,0
wetlaufermalik1964_ch4,"Wetlaufer, D.B. et al., 1964. J. Am. Chem. Soc. 86, 508-514. DOI: 10.1021/ja01057a045.",1964,journal,10.1021/ja01057a045,,3,0,0,0,0
wiebegaddy1934_h2,"Wiebe, R., Gaddy, V.L. (1934). The Solubility of Hydrogen in Water at 0, 50, 75 and 100 deg from 25 to 1000 Atmospheres. J. Am. Chem. Soc. 56(1), 76-79. DOI: 10.1021/ja01316a022.",1934,journal,10.1021/ja01316a022,,190,0,0,0,0
wiebegaddy1935_h2,"Wiebe, R., Gaddy, V.L. (1934). The Solubility of Hydrogen in Water at 0, 50, 75 and 100 deg from 25 to 1000 Atmospheres. J. Am. Chem. Soc. 56(1), 76-79. DOI: 10.1021/ja01316a022.",1934,journal,10.1021/ja01316a022,,15,0,0,0,0
wiebegaddy1939_co2,"Wiebe, R., Gaddy, V.L. (1939). The solubility in water of carbon dioxide at 50, 75 and 100 C, at pressures to 700 atmospheres. J. Am. Chem. Soc. 61(2), 315-318. DOI: 10.1021/ja01871a025.",1939,journal,10.1021/ja01871a025,,29,0,0,0,0
wiebegaddy1940_co2,"Wiebe, R., Gaddy, V.L. (1940). The solubility of carbon dioxide in water at various temperatures from 12 to 40 and at pressures to 500 atmospheres. Critical phenomena. J. Am. Chem. Soc. 62(4), 815-817. [He 2020's reference list mis-states pages as 369-378 - incorrect.]. DOI: 10.1021/ja01861a033.",1940,journal,10.1021/ja01861a033,,22,0,0,0,0
wiebegaddy1941_co2,"Wiebe, R.; Gaddy, V.L. (1941, UNVERIFIED). DOI: 10.1021/ja01847a030.",1941,journal,10.1021/ja01847a030,,0,39,0,0,0
wiebegaddyheins1932_h2,"Wiebe, R., Gaddy, V.L., Heins, C. Jr. (1932). Ind. Eng. Chem. 24, 823. No DOI found.",1932,journal,,,4,0,0,0,0
wiebegaddyheins1932_n2,"Wiebe, R., Gaddy, V.L., Heins, C. (1932). Solubility of nitrogen in water in 25 °C from 25 to 1000 atmospheres. Industrial and Engineering Chemistry 24(8), 927-927.",1932,journal,,,8,0,0,0,0
wiebegaddyheins1933_n2,"Wiebe, R., Gaddy, V.L., Heins, C. (1933). The solubility of nitrogen in water at 50, 75, and 100° from 25 to 1000 atmospheres. Journal of the American Chemical Society 55(3), 947-953. DOI: 10.1021/ja01330a011.",1933,journal,10.1021/ja01330a011,,32,0,0,0,0
wiesenburg1979_ch4,"Wiesenburg, D.A., Guinasso, N.L., 1979. Equilibrium solubilities of methane, carbon monoxide, and hydrogen in water and sea water. J. Chem. Eng. Data 24(4), 356-360. DOI: 10.1021/je60083a006.",1979,journal,10.1021/je60083a006,,185,0,0,0,0
wiesenburg1979_h2,"Wiesenburg, D.A., Guinasso, N.L. Jr. (1979). Equilibrium solubilities of methane, carbon monoxide, and hydrogen in water and sea water. J. Chem. Eng. Data 24(4), 356-360. DOI: 10.1021/je60083a006.",1979,journal,10.1021/je60083a006,,179,0,0,0,0
wilcockbattino1974_n2,"Wilcock, R.J., Battino, R. (1974). Solubility of oxygen-nitrogen mixture in water. Nature 252(5484), 614-615. DOI: 10.1038/252614c0.",1974,journal,10.1038/252614c0,,5,0,0,0,0
winkler1891ber2489_h2,"Winkler, L.W. (1891). Die Löslichkeit der Gase in Wasser. Berichte der deutschen chemischen Gesellschaft 24(1), 89-101 (DOI: 10.1002/cber.18910240116) and/or 24(2), 3602-3610 (DOI: 10.1002/cber.189102402237) - installment TO-CONFIRM.",1891,journal,10.1002/cber.18910240116,,33,0,0,0,0
winkler1891water_n2,"Winkler, L.W. (1891). Berichte der Deutschen Chemischen Gesellschaft 24, 3602-3610.",1891,journal,,,9,0,0,0,0
winkler1901_ch4,"Winkler, L.W., 1901. Solubility of gas in water. Berichte der Deutschen Chemischen Gesellschaft 34, 1408-1422. DOI: 10.1002/cber.19010340210.",1901,journal,10.1002/cber.19010340210,,9,0,0,0,0
winkler1906_h2s,"Winkler, L.W. (1906). ""Gesetzmaessigkeit bei der Absorption der Gase in Fluessigkeiten"" (Zweite Abhandlung). Z. Phys. Chem. 55U(1), 344-354. DOI 10.1515/zpch-1906-5518.",1906,journal,10.1515/zpch-1906-5518,,10,0,0,0,0
wishnia1963_c2c4,"Hayduk, W. (ed.) (1986). IUPAC Solubility Data Series Volume 24: Propane, Butane, and 2-Methylpropane. Pergamon Press.",1986,compilation,,,11,0,0,0,0
wolff2026_h2,"Wolff, J., Singh, A., Giese, R., Spangenberg, E., Schmidt-Hattenberger, C. (2026). Experimental investigation of hydrogen solubility in water, NaCl brine and Ketzin formation brines. Front. Energy Res. 14:1919332. DOI: 10.3389/fenrg.2026.1919332 (open access, CC BY).",2026,journal,10.3389/fenrg.2026.1919332,,32,0,0,0,0
wrightmaass1932_h2s,"Wright, R.H.; Maass, O. (1931). Can. J. Res. 5, 442.",1931,journal,,,79,0,0,0,0
wroblewski1883_co2,"Wroblewski, S.V. (1883). Ann. Phys. Chem. 18, 290-308.",1883,journal,,,14,0,0,0,0
xia2000_h2s,"Xia, J.; Perez-Salado Kamps, A.; Rumpf, B.; Maurer, G. (2000). ""On the Solubility of Sour Gases in Aqueous Electrolyte Solutions: New Experimental Data and Correlation."" Chem. Eng. Technol. 23(11), 949-955. DOI: 10.1002/1521-4125(200011)23:11<949::aid-ceat949>3.0.co;2-d.",2000,journal,10.1002/1521-4125(200011)23:11<949::aid-ceat949>3.0.co;2-d,,252,0,0,0,0
yaacobibennaim1973_ch4,"Yaacobi, M., Ben-Naim, A., 1973. J. Solution Chem. 2, 425.",1973,journal,,,5,0,0,0,0
yaacobibennaim1974_c2c4,"Ben-Naim, A.; Yaacobi, M. (1974). ""Effects of solutes on the strength of hydrophobic interaction and its temperature dependence."" J. Phys. Chem. 78(2), 170-175. DOI 10.1021/j100595a600 (Crossref-verified 2026-09-03)",1974,journal,10.1021/j100595a600,,10,0,0,0,0
yamamotoalcauskascrozier1976_ch4,"Yamamoto, S., Alcauskas, J.B., Crozier, T.E., 1976. J. Chem. Eng. Data 21(1), 78-80. DOI: 10.1021/je60068a029.",1976,journal,10.1021/je60068a029,,112,0,0,0,0
yanetal2011_co2,"Yan et al., Measurement and modeling of CO2 solubility in NaCl brine and CO2–saturated NaCl brine density, Int. J. Greenh. Gas Cont., 5(6), 1460-1477, 2011. DOI: 10.1016/j.ijggc.2011.08.004.",2011,journal,10.1016/j.ijggc.2011.08.004,,29,0,0,0,0
yangyangkimlee2000_co2,"Yang, S.O.; Yang, I.M.; Kim, Y.S.; Lee, C.S. (2000). Fluid Phase Equilib. 175, 75-89. DOI: 10.1016/s0378-3812(00)00467-2.",2000,journal,10.1016/s0378-3812(00)00467-2,,32,0,0,0,0
yano1974_c2c4,"Hayduk, W. (ed.) (1986). IUPAC Solubility Data Series Volume 24: Propane, Butane, and 2-Methylpropane. Pergamon Press.",1986,compilation,,,19,0,0,0,0
yanosuetakaumehara1974_ch4,"Yano, T., Suetaka, T., Umehara, T., Horiuchi, A., 1974. In: Clever, H.L., Young, C.L. (Eds.), Solubility Data Series (1987), Methane. Pergamon Press, Oxford (KCl leg). DOI: 10.1252/kakoronbunshu1953.38.320.",1974,compilation,10.1252/kakoronbunshu1953.38.320,,8,0,0,0,0
yarrison2006_ch4,"Yarrison, Matt et al., Measurement and Modeling of the Solubility of Water in Supercritical Methane and Ethane from 310 to 477 K and Pressures from 3.4 to 110 MPa, Industrial & Engineering Chemistry Research, 45(20), 6770-6777, 2006. DOI: 10.1021/ie0513752.",2006,journal,10.1021/ie0513752,,0,37,0,0,0
yarymagaev1985_ch4,"Yarym-Agaev, N.L., Sinyavskaya, R.P., Koliushko, I.L., Levinton, L.Y., 1985. J. Appl. Chem. USSR 58(1), 154-157.",1985,journal,,,15,0,0,0,0
yasunishi1977_n2,"Yasunishi, A. (1977). Data reproduced from Battino, R. (ed.) (1982). Nitrogen and Air. Solubility Data Series, Vol. 10. Pergamon Press. ISBN 0-08-023922-6, §1.4, ref.18. Original publication details were not independently verified.",1977,compilation,10.1252/jcej.10.89,,25,0,0,0,0
yasunishiyoshida1979_co2,"Yasunishi, A.; Yoshida, F. (1979). J. Chem. Eng. Data 24, 11-14. DOI: 10.1021/je60080a007.",1979,journal,10.1021/je60080a007,,27,0,0,0,0
yehpeterson1964_co2,"Yeh, S.-Y.; Peterson, R.E. (1964). J. Pharm. Sci. 53, 822-824. DOI: 10.1002/jps.2600530728.",1964,journal,10.1002/jps.2600530728,,8,0,0,0,0
yokoyama1988_ch4,"Yokoyama, Chiaki et al., Vapor-liquid equilibria in the methane-diethylene glycol-water system at 298.15 and 323.15 K, Journal of Chemical & Engineering Data, 33(3), 274-276, 1988. DOI: 10.1021/je00053a015.",1988,journal,10.1021/je00053a015,,6,6,0,0,0
yuan2017_co2,"Yuan, S., Chen, Y., Ji, X., et al. (2017). Experimental study of CO2 absorption in aqueous cholinium-based ionic liquids. Fluid Phase Equilib. 445, 14-24. DOI: 10.1016/j.fluid.2017.04.001.",2017,journal,10.1016/j.fluid.2017.04.001,,5,0,0,0,0
yuanyang1993_co2,"Yuan, C.; Yang, J. (1993). Gaodeng Xuexiao Huaxue Xuebao 14, 80-83.",1993,journal,,http://www.cjcu.jlu.edu.cn/CN/Y1993/V14/I1/80,5,0,0,0,0
zaidinco2h2smixedsalt_co2,"Zaidin, M.F. (2020). PhD Thesis, Heriot-Watt University.",2020,thesis,,,21,0,0,0,0
zaidinco2h2snacl_co2,"Zaidin, M.F. (2020). PhD Thesis, Heriot-Watt University.",2020,thesis,,,21,0,0,0,0
zaidinco2h2swater_co2,"Zaidin, M.F. (2020). PhD Thesis, Heriot-Watt University.",2020,thesis,,,22,0,0,0,0
zaidinco2mixedsalt_co2,"Zaidin, M.F. (2020). PhD Thesis, Heriot-Watt University.",2020,thesis,,,27,0,0,0,0
zaidinco2nacl_co2,"Zaidin, M.F. (2020). PhD Thesis, Heriot-Watt University.",2020,thesis,,,24,0,0,0,0
zaidinco2water_co2,"Zaidin, M.F. (2020). PhD Thesis, Heriot-Watt University.",2020,thesis,,,30,0,0,0,0
zawiszamalesinska1981_co2,"Zawisza, A., Malesinska, B. (1981). Solubility of carbon dioxide in liquid water and of water in gaseous carbon dioxide in the range 0.2-5 MPa and at temperatures up to 473 K. J. Chem. Eng. Data 26(4), 388-391. DOI: 10.1021/je00026a012.",1981,journal,10.1021/je00026a012,,33,0,0,0,0
zelvinskii1937_co2,"Zel'vinskii, Y. (1937). Measurements of carbon dioxide solubility in water. Zhurnal Khimicheskoi Promyshlennosti (J. Chem. Industry, USSR) 14, 1250-1257.",1937,journal,,,59,0,0,0,0
zezin2011_h2s,"Zezin, D.; Migdisov, A.A.; Williams-Jones, A.E. (2011). PVTx properties of H2O-H2S fluid mixtures at elevated temperature and pressure. Geochim. Cosmochim. Acta 75, 5483-5495. DOI: 10.1016/j.gca.2011.07.005.",2011,journal,10.1016/j.gca.2011.07.005,,72,0,0,0,0
zhang2025_ch4,"Zhang, Y., Bourdet, J., Clennell, B., Matthew, K., 2025. Molecular dynamics and experimental study on the solubility and diffusivity of mixed hydrogen and methane in water. Int. J. Hydrogen Energy 109, 1372-1383. DOI: 10.1016/j.ijhydene.2025.02.170.",2025,journal,10.1016/j.ijhydene.2025.02.170,,0,0,0,4,0
zhang2025_h2,"Zhang, J., Bourdet, J., Clennell, M.B., Matthew, J. (2025). Molecular dynamics and experimental study on the solubility and diffusivity of mixed hydrogen and methane in water. Int. J. Hydrogen Energy 109, 1372-1383. DOI: 10.1016/j.ijhydene.2025.02.170.",2025,journal,10.1016/j.ijhydene.2025.02.170,,0,0,0,4,0
zhao2015_co2,"Zhao, H.; Dilmore, R.; Allen, D.E.; Hedges, S.W.; Soong, Y.; Lvov, S.N. (2015). Measurement and Modeling of CO2 Solubility in Natural and Synthetic Formation Brines for CO2 Sequestration. Environ. Sci. Technol. 49(3), 1972-1980. DOI: 10.1021/es505550a.",2015,journal,10.1021/es505550a,,52,0,0,0,0
zhaoaiche2015_co2,"Zhao, H., et al. (2015). AIChE J. 61, 2286. DOI: 10.1002/aic.14825.",2015,journal,10.1002/aic.14825,,72,0,0,0,0
zhaoetal2015_co2,"Zhao et al., Carbon dioxide solubility in aqueous solutions of sodium chloride at geological conditions: Experimental results at 323.15, 373.15, and 423.15K and 150bar and modeling up to 573.15K and 2000bar, Geochim. Cosmochim. Ac., 149, 165-189, 2015. DOI: 10.1016/j.gca.2014.11.004.",2015,journal,10.1016/j.gca.2014.11.004,,15,0,0,0,0
